3898;,
3871;,
3844;,
3816;,
3790;,
3764;,
3738;,
3712;,
3687;,
3662;,
3638;,
3614;,
3590;,
3566;,
3543;,
3521;,
3498;,
3476;,
3455;,
3433;,
3412;,
3392;,
3371;,
3351;,
3332;,
3312;,
3293;,
3275;,
3257;,
3239;,
3221;,
3204;,
3187;,
3171;,
3155;,
3139;,
3123;,
3108;,
3093;,
3079;,
3065;,
3051;,
3038;,
3025;,
3012;,
3000;,
2988;,
2976;,
2964;,
2953;,
2942;,
2932;,
2922;,
2912;,
2902;,
2893;,
2884;,
2875;,
2867;,
2858;,
2850;,
2842;,
2835;,
2827;,
2820;,
2814;,
2808;,
2801;,
2796;,
2790;,
2784;,
2779;,
2774;,
2769;,
2765;,
2760;,
2756;,
2752;,
2749;,
2745;,
2742;,
2739;,
2736;,
2734;,
2732;,
2729;,
2727;,
2725;,
2723;,
2722;,
2721;,
2720;,
2719;,
2718;,
2717;,
2717;,
2716;,
2716;,
2716;,
2716;,
2716;,
2716;,
2717;,
2717;,
2718;,
2719;,
2720;,
2721;,
2721;,
2723;,
2725;,
2726;,
2728;,
2729;,
2731;,
2733;,
2735;,
2736;,
2738;,
2740;,
2742;,
2744;,
2746;,
2748;,
2751;,
2753;,
2755;,
2757;,
2760;,
2762;,
2765;,
2767;,
2769;,
2772;,
2774;,
2776;,
2779;,
2781;,
2784;,
2786;,
2788;,
2790;,
2792;,
2795;,
2796;,
2798;,
2800;,
2802;,
2804;,
2806;,
2808;,
2809;,
2811;,
2812;,
2814;,
2815;,
2817;,
2818;,
2819;,
2820;,
2820;,
2821;,
2821;,
2822;,
2822;,
2822;,
2822;,
2822;,
2822;,
2821;,
2820;,
2819;,
2818;,
2817;,
2815;,
2814;,
2812;,
2810;,
2808;,
2806;,
2803;,
2801;,
2797;,
2794;,
2791;,
2787;,
2783;,
2779;,
2775;,
2770;,
2765;,
2760;,
2755;,
2749;,
2744;,
2738;,
2731;,
2725;,
2718;,
2711;,
2704;,
2696;,
2688;,
2681;,
2672;,
2663;,
2654;,
2645;,
2635;,
2625;,
2615;,
2605;,
2595;,
2584;,
2573;,
2561;,
2550;,
2537;,
2525;,
2512;,
2499;,
2486;,
2472;,
2459;,
2444;,
2430;,
2415;,
2400;,
2385;,
2370;,
2354;,
2338;,
2322;,
2305;,
2288;,
2271;,
2253;,
2235;,
2217;,
2199;,
2180;,
2162;,
2143;,
2123;,
2103;,
2083;,
2063;,
2042;,
2022;,
2000;,
1979;,
1957;,
1935;,
1913;,
1891;,
1868;,
1846;,
1823;,
1800;,
1776;,
1752;,
1728;,
1704;,
1680;,
1655;,
1630;,
1606;,
1580;,
1555;,
1529;,
1504;,
1478;,
1451;,
1425;,
1399;,
1372;,
1345;,
1318;,
1291;,
1264;,
1237;,
1209;,
1182;,
1154;,
1126;,
1098;,
1070;,
1042;,
1014;,
986;,
957;,
928;,
900;,
871;,
842;,
813;,
784;,
755;,
727;,
698;,
669;,
640;,
611;,
582;,
553;,
524;,
495;,
466;,
437;,
408;,
379;,
350;,
321;,
292;,
264;,
235;,
207;,
179;,
150;,
122;,
94;,
66;,
39;,
12;,
-15;,
-42;,
-69;,
-96;,
-123;,
-150;,
-176;,
-203;,
-229;,
-255;,
-281;,
-306;,
-332;,
-357;,
-382;,
-407;,
-431;,
-455;,
-479;,
-503;,
-526;,
-550;,
-573;,
-596;,
-618;,
-640;,
-662;,
-684;,
-706;,
-727;,
-747;,
-768;,
-788;,
-807;,
-827;,
-846;,
-865;,
-883;,
-902;,
-919;,
-936;,
-954;,
-970;,
-986;,
-1002;,
-1017;,
-1032;,
-1047;,
-1061;,
-1075;,
-1089;,
-1102;,
-1115;,
-1128;,
-1140;,
-1151;,
-1163;,
-1174;,
-1184;,
-1193;,
-1203;,
-1212;,
-1221;,
-1230;,
-1237;,
-1245;,
-1252;,
-1259;,
-1265;,
-1271;,
-1276;,
-1280;,
-1285;,
-1289;,
-1293;,
-1296;,
-1299;,
-1301;,
-1303;,
-1305;,
-1306;,
-1307;,
-1307;,
-1307;,
-1306;,
-1305;,
-1303;,
-1301;,
-1299;,
-1296;,
-1293;,
-1290;,
-1286;,
-1281;,
-1276;,
-1271;,
-1265;,
-1259;,
-1253;,
-1246;,
-1238;,
-1230;,
-1222;,
-1213;,
-1205;,
-1195;,
-1186;,
-1176;,
-1166;,
-1154;,
-1143;,
-1131;,
-1119;,
-1107;,
-1095;,
-1081;,
-1068;,
-1054;,
-1040;,
-1025;,
-1011;,
-996;,
-980;,
-964;,
-948;,
-932;,
-915;,
-899;,
-881;,
-863;,
-846;,
-827;,
-808;,
-790;,
-771;,
-752;,
-732;,
-712;,
-692;,
-672;,
-651;,
-630;,
-609;,
-588;,
-567;,
-545;,
-524;,
-501;,
-479;,
-456;,
-434;,
-411;,
-388;,
-365;,
-342;,
-319;,
-296;,
-272;,
-249;,
-225;,
-201;,
-177;,
-153;,
-129;,
-104;,
-80;,
-56;,
-31;,
-6;,
17;,
41;,
65;,
90;,
115;,
140;,
165;,
190;,
215;,
239;,
264;,
289;,
313;,
338;,
363;,
388;,
413;,
438;,
463;,
487;,
512;,
536;,
561;,
586;,
611;,
636;,
661;,
686;,
711;,
735;,
760;,
785;,
810;,
835;,
860;,
884;,
909;,
934;,
958;,
983;,
1008;,
1033;,
1058;,
1082;,
1107;,
1131;,
1155;,
1179;,
1204;,
1228;,
1252;,
1276;,
1301;,
1325;,
1349;,
1373;,
1397;,
1421;,
1445;,
1469;,
1492;,
1516;,
1540;,
1563;,
1587;,
1610;,
1634;,
1658;,
1681;,
1705;,
1729;,
1752;,
1776;,
1799;,
1823;,
1846;,
1869;,
1893;,
1916;,
1939;,
1962;,
1986;,
2009;,
2032;,
2056;,
2079;,
2103;,
2126;,
2150;,
2174;,
2197;,
2221;,
2245;,
2268;,
2292;,
2316;,
2339;,
2363;,
2387;,
2411;,
2435;,
2459;,
2483;,
2507;,
2531;,
2556;,
2581;,
2605;,
2630;,
2655;,
2680;,
2705;,
2730;,
2755;,
2781;,
2806;,
2832;,
2858;,
2883;,
2909;,
2935;,
2961;,
2988;,
3014;,
3041;,
3068;,
3095;,
3122;,
3149;,
3177;,
3204;,
3232;,
3260;,
3288;,
3316;,
3345;,
3373;,
3402;,
3430;,
3459;,
3489;,
3518;,
3547;,
3577;
